Course Name,Display Name,City,Zip,Type,Website,Booking Platform,Booking URL,Online Booking,Confidence,Notes
Fox Hollow Golf Club,,Branchburg,,Private,https://www.foxhollowgolfnj.com/,,,no,low,18-hole private club in Branchburg; coords approx (city fallback) | Central Jersey region | Somerset County | Source sheet verification: Private
Fiddler's Elbow Country Club - River Course,,Bedminster,,Private,,,,no,low,18 holes; 811 Rattlesnake Bridge Rd; one of three courses at private Fiddler's Elbow CC | Central Jersey region | Somerset County | Source sheet verification: Private
Fiddler's Elbow Country Club - Forest Course,,Bedminster,,Private,,,,no,low,18 holes; 811 Rattlesnake Bridge Rd; one of three courses at private Fiddler's Elbow CC | Central Jersey region | Somerset County | Source sheet verification: Private
Fiddler's Elbow Country Club - Meadow Course,,Bedminster,,Private,,,,no,low,18 holes; 811 Rattlesnake Bridge Rd; one of three courses at private Fiddler's Elbow CC | Central Jersey region | Somerset County | Source sheet verification: Private
Somerset Hills Country Club,,Bernardsville,,Private,,,,no,low,18-hole A.W. Tillinghast design; 180 Mine Mount Rd; historic private members club | Central Jersey region | Somerset County | Source sheet verification: Private
Raritan Valley Country Club,,Bridgewater,,Private,,,,no,low,18 holes; 747 US Highway 202; private members club (est. 1911) | Central Jersey region | Somerset County | Source sheet verification: Private
Trump National Golf Club Bedminster - Old Course,,Bedminster,,Private,,,,no,low,18 holes; 900 Lamington Rd; private members club (Trump Organization); coords approx (city fallback) | Central Jersey region | Somerset County | Source sheet verification: Private
Trump National Golf Club Bedminster - New Course,,Bedminster,,Private,,,,no,low,18 holes; 900 Lamington Rd; second course at private Trump National Bedminster; coords approx (city fallback) | Central Jersey region | Somerset County | Source sheet verification: Private
Hamilton Farm Golf Club - Highlands Course,,Gladstone,,Private,,,,no,low,18-hole championship course; 40 Pottersville Rd; private members club | Central Jersey region | Somerset County | Source sheet verification: Private
Hamilton Farm Golf Club - Hickory Course,,Gladstone,,Private,,,,no,low,9-hole Hickory course at private Hamilton Farm GC; 40 Pottersville Rd | Central Jersey region | Somerset County | Source sheet verification: Private
Bedens Brook Club,,Skillman,,Private,,,,no,low,18 holes; 40 Rolling Hill Rd (Montgomery Twp); private members club | Central Jersey region | Somerset County | Source sheet verification: Private
Tamarack Golf Course - East,,East Brunswick,,Municipal,https://www.middlesexcountygolf.com,teeitup,https://middlesex-county.book.teeitup.golf/,yes,high,Pro shop 732.821.8881 | 18 holes par 71 6226 yds; Middlesex County-owned Indigo-managed; shared Middlesex County Golf TeeItUp tee sheet (select East) | Central Jersey region | Middlesex County | Source sheet verification: VERIFIED
Tamarack Golf Course - West,,East Brunswick,,Municipal,https://www.middlesexcountygolf.com,teeitup,https://middlesex-county.book.teeitup.golf/,yes,high,Pro shop 732.821.8881 | 18 holes par 72 7025 yds; Middlesex County-owned Indigo-managed; shared Middlesex County Golf TeeItUp tee sheet (select West) | Central Jersey region | Middlesex County | Source sheet verification: VERIFIED
The Meadows Golf Course,,Plainsboro,,Public,https://www.middlesexcountygolf.com,teeitup,https://middlesex-county.book.teeitup.golf/,yes,high,Pro shop 609.799.4000 | 18 holes par 70 6290 yds; formerly Princeton Meadows; part of Middlesex County Golf; coords approx (Census no-match on Meadows Dr - Plainsboro fallback) | Central Jersey region | Middlesex County | Source sheet verification: VERIFIED
Raritan Landing Golf Course,,Piscataway,,Executive/Par-3,https://www.middlesexcountygolf.com,teeitup,https://middlesex-county.book.teeitup.golf/,yes,high,Pro shop 732.885.9600 | 18 holes par 58 executive; part of Middlesex County Golf; coords approx (River Rd match) | Central Jersey region | Middlesex County | Source sheet verification: VERIFIED
Rutgers University Golf Course,,Piscataway,,Public,https://www.rutgersgolf.com,foreup,https://foreupsoftware.com/index.php/booking/19537,yes,high,Pro shop (732) 445-2637 | 18 holes; owned by Rutgers University; live ForeUp booking engine; Noteefy waitlist also offered | Central Jersey region | Middlesex County | Source sheet verification: VERIFIED
Glenwood Country Club,,Old Bridge,,Public,http://www.njgolfclub.com,,,no,low,Pro shop (732) 607-2582 | 18 holes; daily-fee; season approx 3/15-12/15; Route 9 and Fairway Ln; coords approx (Census no-match - Old Bridge fallback) — Chronogolf listing is a Contact-the-course placeholder; no live online engine seen | Central Jersey region | Middlesex County | Source sheet verification: NO_ONLINE
Forsgate Country Club - Banks Course,,Monroe Township,,Private,https://www.middlesexcountygolf.com,,,no,low,18 holes; Charles Banks design; private members club (Jamesburg mailing) | Central Jersey region | Middlesex County | Source sheet verification: Private
Forsgate Country Club - Palmer Course,,Monroe Township,,Private,,,,no,low,18 holes; Arnold Palmer design; private members club (Jamesburg mailing) | Central Jersey region | Middlesex County | Source sheet verification: Private
Colonia Country Club,,Colonia,,Private,,,,no,low,18 holes; private members club in Woodbridge Township | Central Jersey region | Middlesex County | Source sheet verification: Private
Metuchen Golf and Country Club,,Edison,,Private,,,,no,low,18 holes; private members club; coords approx (Census matched wrong street - Edison/Metuchen area fallback) | Central Jersey region | Middlesex County | Source sheet verification: Private
Plainfield Country Club,,Edison,,Private,,,,no,low,18 holes; Donald Ross design; hosts USGA/PGA events; private (1591 Woodland Ave) | Central Jersey region | Middlesex County | Source sheet verification: Private
Plainfield West Nine,,Edison,,Private,,,,no,low,9 holes; separate private club adjacent to Plainfield CC; coords approx (Edison fallback) | Central Jersey region | Middlesex County | Source sheet verification: Private
Rossmoor Golf Course,,Monroe Township,,Semi-Private,,,,no,low,Pro shop (609) 655-3182 | 18 holes; adult-community course; coords approx (Monroe Township fallback) — course within Rossmoor 55+ community; public access and online booking not confirmed - call pro shop — 55+ community course; Chronogolf listing is a Contact-the-course-directly placeholder; no online booking | Central Jersey region | Middlesex County | Source sheet verification: NO_ONLINE
Mercer Oaks Golf Course - East,,Princeton Junction,,Municipal,https://golfmercercounty.com,foreup,https://foreupsoftware.com/index.php/booking/20965/6318#teetimes,yes,high,Pro shop (609) 936-1383 | 18 holes; Mercer County Park Commission course in West Windsor; live ForeUp engine (select East) | Central Jersey region | Mercer County | Source sheet verification: VERIFIED
Mercer Oaks Golf Course - West,,Princeton Junction,,Municipal,https://golfmercercounty.com,foreup,https://foreupsoftware.com/index.php/booking/20965/6318#teetimes,yes,high,Pro shop (609) 936-1383 | 18 holes par 72 over 7000 yds; Mercer County Park Commission course in West Windsor; live ForeUp engine (select West) | Central Jersey region | Mercer County | Source sheet verification: VERIFIED
Mountain View Golf Course,,Ewing,,Municipal,https://golfmercercounty.com,foreup,https://foreupsoftware.com/index.php/booking/20967/6324#teetimes,yes,high,Pro shop (609) 882-4093 | 18 holes; opened 1958; Mercer County Park Commission course; live ForeUp engine | Central Jersey region | Mercer County | Source sheet verification: VERIFIED
Princeton Country Club,,Princeton,,Municipal,https://golfmercercounty.com,foreup,https://foreupsoftware.com/index.php/booking/20966/6323#teetimes,yes,high,Pro shop (609) 452-9382 | 18 holes par 70 just over 6000 yds; Mercer County Park Commission course (1 Wheeler Way); live ForeUp engine | Central Jersey region | Mercer County | Source sheet verification: VERIFIED
Hopewell Valley Golf and Country Club,,Hopewell,,Semi-Private,https://golfmercercounty.com,foreup,https://foreupsoftware.com/index.php/booking/21456/7788#teetimes,yes,high,Pro shop (609) 639-9100 | 18 holes; acquired by Mercer County Park Commission 2020; limited public play plus memberships; live ForeUp engine | Central Jersey region | Mercer County | Source sheet verification: VERIFIED
Cranbury Golf Club,,West Windsor,,Public,https://www.cranburygolf.com,teeitup,https://cranbury-golf-club.book.teeitup.golf/,yes,high,Pro shop 609-799-0341 | 18 holes; Indigo/Troon-managed daily-fee; live TeeItUp booking (49 Southfield Rd) | Central Jersey region | Mercer County | Source sheet verification: VERIFIED
Miry Run Country Club,,Robbinsville,,Public,,,,no,low,Pro shop (609) 259-1010 | 18 holes; public daily-fee; 106 Sharon Rd — Chronogolf listing is a Contact-the-course placeholder; no live online engine seen | Central Jersey region | Mercer County | Source sheet verification: NO_ONLINE
Stony Brook Golf Course,,Hopewell,,Executive/Par-3,https://www.stonybrookgolfnj.com,,,no,low,Pro shop (609) 466-2215 | 9-hole par-3/executive short course; family-owned approx 50 years; 207 Stony Brook Rd — Chronogolf listing is a Contact-the-course placeholder; no live online engine seen | Central Jersey region | Mercer County | Source sheet verification: NO_ONLINE
Springdale Golf Club,,Princeton,,Private,,,,no,low,18 holes; private club associated with Princeton University; coords approx (Princeton fallback) | Central Jersey region | Mercer County | Source sheet verification: Private
Trenton Country Club,,Ewing,,Private,,,,no,low,18 holes; private members club in West Trenton (201 Sullivan Way) | Central Jersey region | Mercer County | Source sheet verification: Private
Greenacres Country Club,,Lawrenceville,,Private,,,,no,low,18 holes; private members club (2170 Lawrenceville Rd) | Central Jersey region | Mercer County | Source sheet verification: Private
Charleston Springs Golf Course - North,,Millstone Township,,Municipal,https://www.monmouthcountyparks.com,foreup,https://foreupsoftware.com/index.php/booking/20290#/teetimes,yes,high,Pro shop 732-409-7227 | 18 holes; Monmouth County Park System; shared county ForeUp tee sheet (select Charleston Springs North) | Jersey Shore region | Monmouth County | Source sheet verification: VERIFIED
Charleston Springs Golf Course - South,,Millstone Township,,Municipal,https://www.monmouthcountyparks.com,foreup,https://foreupsoftware.com/index.php/booking/20290#/teetimes,yes,high,Pro shop 732-409-7227 | 18 holes; Monmouth County Park System; shared county ForeUp tee sheet (select Charleston Springs South) | Jersey Shore region | Monmouth County | Source sheet verification: VERIFIED
Hominy Hill Golf Course,,Colts Neck,,Municipal,https://www.monmouthcountyparks.com,foreup,https://foreupsoftware.com/index.php/booking/20290#/teetimes,yes,high,Pro shop 732-462-9222 | 18 holes; RTJ Sr design; Monmouth County Park System; shared county ForeUp tee sheet (92 Mercer Rd) | Jersey Shore region | Monmouth County | Source sheet verification: VERIFIED
Howell Park Golf Course,,Farmingdale,,Municipal,https://www.monmouthcountyparks.com,foreup,https://foreupsoftware.com/index.php/booking/20290#/teetimes,yes,high,Pro shop 732-938-4771 | 18 holes; Monmouth County Park System; shared county ForeUp tee sheet (405 Squankum-Yellowbrook Rd) | Jersey Shore region | Monmouth County | Source sheet verification: VERIFIED
Shark River Golf Course,,Neptune,,Municipal,https://www.monmouthcountyparks.com,foreup,https://foreupsoftware.com/index.php/booking/20290#/teetimes,yes,high,Pro shop 732-922-4141 | 18 holes; Monmouth County Park System; shared county ForeUp tee sheet (320 Old Corlies Ave) | Jersey Shore region | Monmouth County | Source sheet verification: VERIFIED
Pine Brook Golf Course,,Manalapan,,Municipal,https://www.monmouthcountyparks.com,foreup,https://foreupsoftware.com/index.php/booking/20290#/teetimes,yes,high,Pro shop 732-536-7272 | 18-hole executive; Monmouth County Park System; shared county ForeUp tee sheet; coords approx (Census no-match on Covered Bridge Blvd - Manalapan fallback) | Jersey Shore region | Monmouth County | Source sheet verification: VERIFIED
Bel-Aire Golf Course,,Wall,,Municipal,https://www.monmouthcountyparks.com,foreup,https://foreupsoftware.com/index.php/booking/20290#/teetimes,yes,high,Pro shop 732-449-6024 | Short-course facility (18-hole par-60 plus 9-hole par-3); Monmouth County Park System; shared county ForeUp tee sheet (3120 Allaire Rd at Rt 34) | Jersey Shore region | Monmouth County | Source sheet verification: VERIFIED
Old Bridge Golf Club,,Matawan,,Public,https://www.obnjgolf.com,teeitup,https://old-bridge-golf-club-v2.book.teeitup.golf/,yes,high,Pro shop 732-466-9444 | 18 holes par 71; also known as Old Bridge Golf Club at Rose-Lambertson (The Rose); live TeeItUp booking (157 Lambertson Rd) | Jersey Shore region | Monmouth County | Source sheet verification: VERIFIED
Knob Hill Golf Club,,Manalapan,,Semi-Private,https://www.knobhillgolfclub.com,teeitup,https://knob-hill-golf-club.book.teeitup.golf/,yes,high,Pro shop 732-792-7722 | 18 holes; Mark McCumber design; Troon-managed semi-private; live TeeItUp booking; coords approx (Census no-match - Manalapan fallback) | Jersey Shore region | Monmouth County | Source sheet verification: VERIFIED
Spring Meadow Golf Course,,Farmingdale,,Public,https://www.golfspringmeadow.com,teeitup,https://spring-meadow-gc.book.teeitup.com/,yes,high,Pro shop 848-469-8421 | 18 holes par 70; NJ state-owned (Wall Township); live TeeItUp booking (4181 Atlantic Ave) | Jersey Shore region | Monmouth County | Source sheet verification: VERIFIED
Gambler Ridge Golf Club,,Cream Ridge,,Public,https://www.gamblerridge.com,clubcaddie,https://apimanager-cc34.clubcaddie.com/webapi/view/fffdabab,yes,high,Pro shop (609) 758-3588 | 18 holes; public daily-fee in Upper Freehold; live Club Caddie booking (121 Burlington Path Rd) | Jersey Shore region | Monmouth County | Source sheet verification: VERIFIED
Suneagles Golf Club,,Eatontown,,Semi-Private,https://www.suneaglesgolf.com,,,no,low,Pro shop 732-389-4300 | 18 holes; on former Fort Monmouth (2000 Lowther Dr); coords approx (Census no-match - Eatontown/Fort Monmouth fallback) — Chronogolf listing is a Contact-the-course placeholder; own site shows no live engine - call pro shop | Jersey Shore region | Monmouth County | Source sheet verification: NO_ONLINE
Old Orchard Country Club,,Eatontown,,Public,,,,no,low,Pro shop (732) 542-7666 | 18 holes; public daily-fee (54 Monmouth Rd) — own booking engine not confirmed; Chronogolf listing is placeholder; live tee times distributed via GolfNow facility 7082 — Chronogolf listing is a placeholder; GolfNow facility 7082 now returns Page Not Found; own domain oldorchardcountryclub.net no longer resolves; verify by phone | Jersey Shore region | Monmouth County | Source sheet verification: NO_ONLINE
Pebble Creek Golf Club,,Colts Neck,,Public,https://www.pebblecreekgolfclub.com,teeitup,https://pebble-creek-golf-club-v2.book.teeitup.com/,yes,high,Pro shop (732) 303-9090 | 18 holes; public daily-fee on Rt 537; coords approx (Census no-match - Colts Neck fallback) — own booking page blocked to crawler; Chronogolf listing is placeholder; live tee times distributed via GolfNow facility 18302 — Own site /teetimes embeds TeeItUp widget (course 18302); this is the live channel (not raw GolfNow) | Jersey Shore region | Monmouth County | Source sheet verification: VERIFIED
Cruz Farm Golf Club,,Farmingdale,,Public,,,,no,low,Pro shop 732-938-3378 | 18 holes par 70 approx 5900 yds; public year-round; designed by Evaristo Cruz (Birdsall Rd) — no online booking link on site; call course | Jersey Shore region | Monmouth County | Source sheet verification: NO_ONLINE
Twin Brook Golf Center,,Tinton Falls,,Executive/Par-3,,,,no,low,Pro shop (732) 922-1600 | 9-hole par-3 executive (par 27); driving range and teaching center; built 1994 (1251 Jumping Brook Rd) — practice facility; no online tee-time engine | Jersey Shore region | Monmouth County | Source sheet verification: NO_ONLINE
Battleground Country Club,,Manalapan,,Semi-Private,https://www.battlegroundcc.com,,,no,low,Pro shop (732) 462-7575 | 18-hole championship course; coords approx (Manalapan fallback) — historically daily-fee public; current site emphasizes membership; no online engine confirmed - call pro shop — Site emphasizes membership and member login; access by membership tour only; no public daily-fee online booking | Jersey Shore region | Monmouth County | Source sheet verification: Private
Navesink Country Club,,Middletown,,Private,,,,no,low,18 holes; private members club in Locust section (Middletown); coords approx (Census no-match - Locust/Middletown fallback) | Jersey Shore region | Monmouth County | Source sheet verification: Private
Rumson Country Club,,Rumson,,Private,,,,no,low,18 holes; private members club (163 Rumson Rd) | Jersey Shore region | Monmouth County | Source sheet verification: Private
Deal Golf and Country Club,,Deal,,Private,,,,no,low,18 holes; private members club (1 Roseld Ave) | Jersey Shore region | Monmouth County | Source sheet verification: Private
Hollywood Golf Club,,Deal,,Private,,,,no,low,18 holes; historic private club (Walter Travis design); coords approx (Deal fallback) | Jersey Shore region | Monmouth County | Source sheet verification: Private
Manasquan River Golf Club,,Brielle,,Private,,,,no,low,18 holes; private members club; coords approx (Brielle fallback) | Jersey Shore region | Monmouth County | Source sheet verification: Private
Jumping Brook Country Club,,Neptune,,Private,https://www.jumpingbrookcc.com,,,no,low,Pro shop (732) 922-8200 | 18 holes; private members-only club (210 Jumping Brook Rd) | Jersey Shore region | Monmouth County | Source sheet verification: Private
Beacon Hill Country Club,,Atlantic Highlands,,Private,,,,no,low,18 holes; private members club in Leonardo (1 Beacon Hill Rd) | Jersey Shore region | Monmouth County | Source sheet verification: Private
Eagle Oaks Golf and Country Club,,Farmingdale,,Private,,,,no,low,"18 holes; private members club (20 Shore Oaks Dr, Wall/Howell area) | Jersey Shore region | Monmouth County | Source sheet verification: Private"
Bella Vista Country Club,,Marlboro,,Private,,,,no,low,18 holes; private club in Marlboro; coords approx (Rt 79 match) | Jersey Shore region | Monmouth County | Source sheet verification: Private
Due Process Stable Golf Club,,Colts Neck,,Private,,,,no,low,18 holes; ultra-private members club; coords approx (Colts Neck fallback) | Jersey Shore region | Monmouth County | Source sheet verification: Private
Bey Lea Golf Course,,Toms River,,Municipal,https://www.tomsrivertownship.com/555/Bey-Lea-Golf-Course,other:chelsea,http://beylea.chelseareservations.com/,yes,high,Pro shop (732) 349-0566 | 18 holes par 72; Toms River Township-owned; live Chelsea Reservations tee-sheet (book 5 days out; 7 days with resident ID) | Jersey Shore region | Ocean County | Source sheet verification: VERIFIED
Cedar Creek Golf Course,,Bayville,,Municipal,https://www.golfcedarcreek.com/,golfnow,https://www.golfnow.com/tee-times/facility/8600-cedar-creek-golf-course/search,yes,high,Pro shop (732) 269-4460 | 18 holes par 72; Berkeley Township-owned; live on GolfNow facility 8600; also listed on Chronogolf; street Bill Zimmerman Jr Way; coords approx | Jersey Shore region | Ocean County | Source sheet verification: VERIFIED
Ocean County Golf Course at Forge Pond,,Brick,,Executive/Par-3,https://oceancountyparks.org/frmforgepondgc,teeitup,https://forge-pond-golf-course.play.teeitup.golf/,yes,high,Pro shop (732) 920-8899 | 18-hole par-60 executive; Ocean County Parks-owned; in 300-acre conservation area; live TeeItUp | Jersey Shore region | Ocean County | Source sheet verification: VERIFIED
Ocean County Golf Course at Atlantis,,Little Egg Harbor,,Municipal,https://oceancountyparks.org/frmAtlantisGC,teeitup,https://atlantis-golf-course.play.teeitup.golf/,yes,high,Pro shop (609) 296-2444 | 18 holes par 72 George Fazio design; Ocean County Parks-owned; live TeeItUp | Jersey Shore region | Ocean County | Source sheet verification: VERIFIED
Eagle Ridge Golf Club,,Lakewood,,Public,https://www.eagleridgegolf.com/,golfnow,https://www.golfnow.com/tee-times/facility/4818-eagle-ridge-golf-club/search,yes,high,Pro shop 732-901-4900 | 18-hole public daily-fee; live on GolfNow facility 4818; own-site book button opens a Gallus Golf app; also on Chronogolf | Jersey Shore region | Ocean County | Source sheet verification: VERIFIED
Lakewood Country Club,,Lakewood,,Public,https://www.lakewoodcountryclubnj.com/,golfnow,https://www.golfnow.com/tee-times/facility/10619-lakewood-country-club/search,yes,high,Pro shop (732) 364-8899 | 18 holes par 72; historic 1898 Bendelow / 1920 Travis redesign; public daily-fee; live on GolfNow facility 10619; also Chronogolf | Jersey Shore region | Ocean County | Source sheet verification: VERIFIED
Ocean Acres Country Club,,Manahawkin,,Public,https://www.oceanacrescc.com/,chronogolf,https://www.chronogolf.com/club/ocean-acres-country-club-new-jersey-manahawkin,yes,high,Pro shop 609-597-9393 | 18-hole public daily-fee; own site Book a Starting Time links to live Chronogolf; also GolfNow facility 14359 | Jersey Shore region | Ocean County | Source sheet verification: VERIFIED
Pine Barrens Golf Club,,Jackson,,Public,http://pinebarrensgolf.com/,,,no,high,"Pro shop 877-746-3227 | 18 holes par 72 (7123 yds; built 1999); upscale daily-fee that markets a private feel; publicly bookable on GolfNow facility 1477219; also Chronogolf | Jersey Shore region | Ocean County | Source sheet verification: VERIFIED | Re-verified 2026-09-01 in browser: 1477219 is a GolfNow course-DETAILS id, not a bookable facility (tee-times/facility/1477219 404s, details page has no Book button); Chronogolf listing is flagged no-online-booking; own site has no booking link; phone 877-746-3227"
Sea Oaks Golf Club,,Little Egg Harbor,,Semi-Private,https://lbinational.com,chronogolf,https://www.chronogolf.com/club/lbi-national-golf-resort,yes,high,Pro shop (609) 857-5656 | 18-hole semi-private; rebranded LBI National Golf and Resort with 31-room inn and stay-and-play; Chronogolf club page present but live booking not directly confirmed — Rebranded LBI National Golf and Resort; Chronogolf club is LIVE with real tee times (approx $130) and Reserve now pay later | Jersey Shore region | Ocean County | Source sheet verification: VERIFIED
Woodlake Golf and Country Club,,Lakewood,,Semi-Private,,golfnow,https://www.golfnow.com/tee-times/facility/13727-woodlake-country-club/search,yes,high,Pro shop 732-370-1002 | 18 holes par 72; semi-private daily-fee; live on GolfNow facility 13727; also Chronogolf | Jersey Shore region | Ocean County | Source sheet verification: VERIFIED
Metedeconk National Golf Club,,Jackson,,Private,https://www.metedeconk.org/,,,no,low,Pro shop (732) 928-0111 | 27 holes (three nines); top-ranked private club; members only | Jersey Shore region | Ocean County | Source sheet verification: Private
Westlake Golf and Country Club,,Jackson,,Private,,,,no,low,18 holes par 71 Arthur Hills design; private course of a gated 55+ community; residents and members only | Jersey Shore region | Ocean County | Source sheet verification: Private
Toms River Country Club,,Toms River,,Private,,,,no,low,Pro shop 908-349-5855 | 9 holes par 36; private; season March to December | Jersey Shore region | Ocean County | Source sheet verification: Private
Rancocas Golf Club,,Willingboro,,Public,,golfnow,https://www.golfnow.com/tee-times/facility/4053-rancocas-golf-club/search,yes,high,Pro shop 609-877-5344 | 18-hole public daily-fee; live on GolfNow facility 4053 | South Jersey region | Burlington County | Source sheet verification: VERIFIED
Willow Brook Country Club,,Moorestown,,Semi-Private,,,,no,low,Pro shop (856) 461-0131 | 18 holes; semi-private; no online booking engine found in research; reserve by phone — Own domain willowbrookcountryclub.com now defunct/repurposed; Chronogolf listing is a placeholder; reserve by phone | South Jersey region | Burlington County | Source sheet verification: NO_ONLINE
Ramblewood Country Club,,Mount Laurel,,Semi-Private,https://www.ramblewoodcc.com/,chronogolf,https://www.chronogolf.com/club/ramblewood-country-club,yes,high,"Pro shop (856) 235-2118 | 27 holes (three nines); semi-private open to public; operated by Ron Jaworski Golf whose sites are Chronogolf-powered; direct public booking URL not captured — Ron Jaworski Golf; Chronogolf club LIVE (Reserve now pay later, 27-hole tee details); site Book button opens this widget | South Jersey region | Burlington County | Source sheet verification: VERIFIED"
Golden Pheasant Golf Club,,Lumberton,,Public,,teeitup,https://golden-pheasant-golf-club.book.teeitup.com/,yes,high,Pro shop 609-267-4276 | 18 holes par 72; public daily-fee; live TeeItUp (course id 16284; also GolfNow facility 16284); postal Medford; coords approx | South Jersey region | Burlington County | Source sheet verification: VERIFIED
Deerwood Country Club,,Westampton,,Public,https://www.deerwoodcc.com,teeitup,https://deerwood-country-club.book.teeitup.com/,yes,high,Pro shop (609) 265-1800 | 18 holes par 70; public daily-fee; no online booking engine confirmed; coords approx — Own site Book-your-Tee-Time links TeeItUp | South Jersey region | Burlington County | Source sheet verification: VERIFIED
Indian Spring Golf Course,,Marlton,,Public,https://www.indianspringgolf.com/,clubprophet,https://secure.east.prophetservices.com/IndianSpringsV3,yes,high,Pro shop (856) 983-0222 | 18 holes (opened 1955); public daily-fee in Evesham; directory lists phone reservations only; street S Elmwood Rd; coords approx — Own site Book a Tee Time links Club Prophet (prophetservices.com) booking engine; Noteefy waitlist also offered | South Jersey region | Burlington County | Source sheet verification: VERIFIED
Hanover Country Club,,Wrightstown,,Public,https://www.hanovergc.com,teeitup,https://hanover-golf-club.book.teeitup.golf/,yes,high,Pro shop (609) 758-0300 | 18 holes par 70; public; on Larrison Rd near Jacobstown; listed active in NJ golf directory but current operation not independently confirmed — Course is open; own site Tee Times links TeeItUp; site lists pro shop (609) 758-0300 | South Jersey region | Burlington County | Source sheet verification: VERIFIED
Fountain Green Golf Course,,Fort Dix,,military,,,,no,low,Pro shop (609) 562-5443 | 18 holes par 71 on Joint Base MDL (Fort Dix); access restricted to military/DOD cardholders; phone only; coords approx — On Joint Base MDL; access restricted to military/DoD cardholders; phone booking only | South Jersey region | Burlington County | Source sheet verification: NO_ONLINE
Olde York Country Club,,Columbus,,Private,,,,no,low,Pro shop 609-298-3322 | 18 holes Gary Player design (1995); private; in Mansfield Township; coords approx | South Jersey region | Burlington County | Source sheet verification: Private
Burlington Country Club,,Westampton,,Private,,,,no,low,Pro shop 609-267-1886 | 18 holes par 70 Alex Findlay design (1929); private; on Burrs Rd (postal Mount Holly); coords approx | South Jersey region | Burlington County | Source sheet verification: Private
Little Mill Country Club,,Marlton,,Private,,,,no,low,Pro shop 609-767-5619 | 27 holes (three nines) Gary Regn design (1967); private; in Evesham | South Jersey region | Burlington County | Source sheet verification: Private
Laurel Creek Country Club,,Mount Laurel,,Private,,,,no,low,Pro shop 856-234-7663 | 18 holes Arnold Palmer design (1988); private; postal Moorestown | South Jersey region | Burlington County | Source sheet verification: Private
Moorestown Field Club,,Moorestown,,Private,,,,no,low,Pro shop 856-235-2326 | 9 holes playing to 18 with two tee sets; private | South Jersey region | Burlington County | Source sheet verification: Private
Riverton Country Club,,Cinnaminson,,Private,,,,no,low,Pro shop 609-829-5500 | 18 holes par 71 Donald Ross design (1900); private; on Highland Ave (postal Riverton) | South Jersey region | Burlington County | Source sheet verification: Private
Medford Village Country Club,,Medford,,Private,,,,no,low,Pro shop 609-694-7541 | 18 holes par 72 William Gordon design (1964); private | South Jersey region | Burlington County | Source sheet verification: Private
Medford Lakes Country Club,,Medford Lakes,,Private,,,,no,low,Pro shop 609-654-5108 | 18 holes par 72; private; on Oak Dr; coords approx | South Jersey region | Burlington County | Source sheet verification: Private
Pennsauken Country Club,,Pennsauken,,Municipal,https://www.pennsaukencc.com/,teeitup,https://pennsauken-country-club.book.teeitup.com/,yes,high,Pro shop (856) 662-4961 | 18 holes; Pennsauken Township-owned public; own site books via live TeeItUp; also GolfNow facility 16516 | South Jersey region | Camden County | Source sheet verification: VERIFIED
Freeway Golf Course,,Sicklerville,,Public,https://www.freewaygolf1967.com,,,no,low,Pro shop (856) 227-1115 | 18 holes par 72; historic public course; own domain now parked so online booking not confirmed; reserve by phone — Chronogolf listing is a placeholder; own site freewaygolf1967.com has no booking; GolfNow facility 5129 exists but not confirmed as course live channel; reserve by phone | South Jersey region | Camden County | Source sheet verification: NO_ONLINE
Valleybrook Golf Club,,Blackwood,,Public,https://valleybrookgolf.com/,chronogolf,https://www.chronogolf.com/club/valleybrook-country-club,yes,high,"Pro shop (856) 227-3171 | 18 holes par 72; Ron Jaworski Golf public course; site is Chronogolf-powered (members.chronogolf portal) but direct public booking URL not captured — Ron Jaworski Golf; Chronogolf club LIVE (Reserve now pay later, tee details); site Book button opens this widget | South Jersey region | Camden County | Source sheet verification: VERIFIED"
Pinelands Golf Club,,Winslow,,Public,https://www.pinelandsgolfclub.com/,teeitup,https://f1312740-9dd5-42c3-8611-46ee67766488.book.teeitup.com/,yes,high,Pro shop 609-561-8900 | 18 holes par 71 (opened 1963); public daily-fee in Winslow Twp (postal Hammonton; near Camden/Atlantic line); live TeeItUp | South Jersey region | Camden County | Source sheet verification: VERIFIED
Kresson Golf Club,,Voorhees,,Public,,,,no,low,Pro shop (856) 435-3355 | 18 holes par 68 (~4800 yds; short/executive); public; at Kresson and Gibbsboro Rds; phone only; coords approx — Short/executive course; no website and no online booking channel found; reserve by phone | South Jersey region | Camden County | Source sheet verification: NO_ONLINE
Trump National Golf Club Philadelphia,,Pine Hill,,Private,https://www.trumpnationalphiladelphia.com/,,,no,low,"Pro shop 856-754-2160 | 18 holes Tom Fazio design; formerly public Pine Hill Golf Club, now a private Trump National club; members only | South Jersey region | Camden County | Source sheet verification: Private"
Pine Valley Golf Club,,Pine Valley,,Private,,,,no,low,Pro shop (856) 783-3000 | 18 holes par 70 George Crump design (1918); world top-ranked strictly private club; members and guests only | South Jersey region | Camden County | Source sheet verification: Private
Pine Valley Short Course,,Pine Valley,,Executive/Par-3,,,,no,low,Pro shop (856) 783-3000 | 10-hole par-3 short course at Pine Valley Golf Club; strictly private; same site as main course | South Jersey region | Camden County | Source sheet verification: Private
Tavistock Country Club,,Haddonfield,,Private,,,,no,low,Pro shop (856) 429-1866 | 18 holes par 72 Alex Findlay design (1921); private; in Tavistock Borough | South Jersey region | Camden County | Source sheet verification: Private
